resi_id,layanan,id_gudang,berat_paket,estimasi_hari,hari_pengiriman,metode_pembayaran
NST-2603-06440,Reguler,WH-KNO04,1.35,4,7,E-Wallet
NST-2603-06441,Reguler,WH-KNO04,1.71,3,2,Transfer Bank
NST-2603-06442,Reguler,WH-UPG05,10.33,5,7,COD
NST-2603-06443,Express,WH-SUB03,0.67,1,2,Transfer Bank
NST-2603-06444,Reguler,WH-KNO04,,5,6,E-Wallet
NST-2603-06445,Reguler,WH-BDO02,1.95,5,8,COD
NST-2603-06446,Reguler,WH-BDO02,11.6,5,8,E-Wallet
NST-2603-06447,Sameday,WH-JKT01,1.94,1,2,E-Wallet
NST-2603-06448,Reguler,WH-JKT01,10.35,4,4,E-Wallet
NST-2603-06449,Reguler,WH-JKT01,5.43,5,4,E-Wallet
NST-2603-06450,Reguler,WH-BDO02,4.58,3,2,E-Wallet
NST-2603-06451,Express,WH-KNO04,1.84,1,3,
NST-2603-06452,Sameday,WH-KNO04,2.82,1,2,Kartu Kredit
NST-2603-06453,Reguler,WH-UPG05,8.41,4,7,Kartu Kredit
NST-2603-06454,Reguler,WH-SUB03,10.07,4,4,E-Wallet
NST-2603-06455,Kargo,WH-BDO02,67.23,5,8,E-Wallet
NST-2603-06456,Reguler,WH-JKT01,12.39,5,4,E-Wallet
NST-2603-06457,Express,WH-SUB03,3.0,2,4,COD
NST-2603-06458,Reguler,WH-JKT01,6.75,4,3,E-Wallet
NST-2603-06459,Reguler,WH-SUB03,3.08,4,3,COD
NST-2603-06460,Reguler,WH-SUB03,14.34,4,5,Transfer Bank
NST-2603-06461,Reguler,WH-KNO04,8.99,4,6,Kartu Kredit
NST-2603-06462,Express,WH-UPG05,4.24,1,1,E-Wallet
NST-2603-06463,Kargo,WH-UPG05,34.64,6,9,Kartu Kredit
NST-2603-06464,Reguler,WH-JKT01,10.38,5,8,Transfer Bank
NST-2603-06465,Express,WH-BDO02,3.06,2,4,Kartu Kredit
NST-2603-06466,Reguler,WH-UPG05,7.24,3,6,Transfer Bank
NST-2603-06467,Reguler,WH-BDO02,10.96,3,2,E-Wallet
NST-2603-06468,Reguler,WH-JKT01,13.37,4,4,Transfer Bank
NST-2603-06469,Kargo,WH-BDO02,22.1,7,8,E-Wallet
NST-2603-06470,Express,WH-SUB03,2.82,2,2,Kartu Kredit
NST-2603-06471,Express,WH-SUB03,0.9,1,1,Transfer Bank
NST-2603-06472,Express,WH-JKT01,3.47,1,1,COD
NST-2603-06473,Express,WH-BDO02,4.11,1,3,COD
NST-2603-06474,Sameday,WH-BDO02,0.74,1,2,COD
NST-2603-06475,Express,WH-JKT01,2.16,1,1,E-Wallet
NST-2603-06476,Kargo,WH-UPG05,65.72,7,11,Transfer Bank
NST-2603-06477,Reguler,WH-KNO04,13.39,5,8,COD
NST-2603-06478,Reguler,WH-UPG05,13.61,5,7,E-Wallet
NST-2603-06479,Reguler,WH-KNO04,14.66,3,2,COD
NST-2603-06480,Reguler,WH-BDO02,8.05,3,6,Kartu Kredit
NST-2603-06481,Reguler,WH-KNO04,13.99,5,6,Kartu Kredit
NST-2603-06482,Reguler,WH-KNO04,12.41,5,4,Kartu Kredit
NST-2603-06483,Express,WH-BDO02,4.68,1,3,COD
NST-2603-06484,Reguler,WH-SUB03,8.49,4,5,E-Wallet
NST-2603-06485,Reguler,WH-KNO04,7.32,3,2,COD
NST-2603-06486,Reguler,WH-JKT01,8.18,4,7,E-Wallet
NST-2603-06487,Sameday,WH-UPG05,1.93,1,1,COD
NST-2603-06488,Reguler,WH-BDO02,6.23,4,7,E-Wallet
NST-2603-06489,Reguler,WH-BDO02,3.42,3,6,COD
NST-2603-06490,Express,WH-KNO04,2.93,1,2,Transfer Bank
NST-2603-06491,Express,WH-SUB03,1.94,2,3,Transfer Bank
NST-2603-06492,Reguler,WH-SUB03,12.6,5,4,E-Wallet
NST-2603-06493,Reguler,WH-UPG05,6.32,3,3,Kartu Kredit
NST-2603-06494,Reguler,WH-UPG05,9.34,3,4,Kartu Kredit
NST-2603-06495,Sameday,WH-SUB03,2.41,1,1,Kartu Kredit
NST-2603-06496,Reguler,WH-SUB03,14.08,5,4,E-Wallet
NST-2603-06497,Reguler,WH-SUB03,10.44,5,7,Transfer Bank
NST-2603-06498,Reguler,WH-KNO04,12.08,5,6,E-Wallet
NST-2603-06499,Reguler,WH-JKT01,8.84,5,7,COD
NST-2603-06500,Express,WH-UPG05,3.77,1,2,
NST-2603-06501,Reguler,WH-BDO02,,4,7,COD
NST-2603-06502,Reguler,WH-SUB03,10.3,5,7,COD
NST-2603-06503,Reguler,WH-SUB03,1.6,3,4,COD
NST-2603-06504,Reguler,WH-JKT01,10.99,4,4,COD
NST-2603-06505,Reguler,WH-SUB03,12.06,4,3,Kartu Kredit
NST-2603-06506,Express,WH-UPG05,2.1,2,2,Kartu Kredit
NST-2603-06507,Express,WH-SUB03,4.55,1,2,COD
NST-2603-06508,Kargo,WH-JKT01,,7,8,E-Wallet
NST-2603-06509,Kargo,WH-KNO04,91.5,6,11,Transfer Bank
NST-2603-06510,Express,WH-UPG05,3.75,1,2,COD
NST-2603-06511,Reguler,WH-KNO04,11.91,4,3,COD
NST-2603-06512,Express,WH-BDO02,4.09,2,4,E-Wallet
NST-2603-06513,Express,WH-JKT01,1.82,2,2,Kartu Kredit
NST-2603-06514,Express,WH-BDO02,4.67,1,3,E-Wallet
NST-2603-06515,Reguler,WH-BDO02,12.69,5,6,Transfer Bank
NST-2603-06516,Reguler,WH-BDO02,8.66,4,6,Transfer Bank
NST-2603-06517,Express,WH-BDO02,2.43,2,4,E-Wallet
NST-2603-06518,Express,WH-JKT01,2.8,2,3,COD
NST-2603-06519,Sameday,WH-KNO04,0.66,1,1,Kartu Kredit
NST-2603-06520,Reguler,WH-SUB03,8.85,3,3,COD
NST-2603-06521,Reguler,WH-BDO02,2.99,3,5,COD
NST-2603-06522,Reguler,WH-SUB03,11.64,4,7,COD
NST-2603-06523,Express,WH-SUB03,2.94,2,3,COD
NST-2603-06524,Reguler,WH-BDO02,8.04,3,2,Kartu Kredit
NST-2603-06525,Reguler,WH-UPG05,4.72,5,5,E-Wallet
NST-2603-06526,Sameday,WH-SUB03,1.83,1,2,Transfer Bank
NST-2603-06527,Reguler,WH-UPG05,9.6,5,5,Transfer Bank
NST-2603-06528,Express,WH-KNO04,4.93,2,2,Kartu Kredit
NST-2603-06529,Reguler,WH-SUB03,3.12,4,6,E-Wallet
NST-2603-06530,Express,WH-JKT01,3.09,2,4,Kartu Kredit
NST-2603-06531,Reguler,WH-KNO04,9.73,4,3,COD
NST-2603-06532,Kargo,WH-KNO04,43.99,5,5,Kartu Kredit
NST-2603-06533,Kargo,WH-UPG05,66.92,5,5,E-Wallet
NST-2603-06534,Reguler,WH-BDO02,6.01,5,5,Transfer Bank
NST-2603-06535,Reguler,WH-JKT01,14.98,5,5,Kartu Kredit
NST-2603-06536,Reguler,WH-JKT01,2.51,3,5,Transfer Bank
NST-2603-06537,Express,WH-UPG05,3.74,1,2,Transfer Bank
NST-2603-06538,Kargo,WH-UPG05,34.93,5,7,Transfer Bank
NST-2603-06539,Reguler,WH-KNO04,13.86,3,2,E-Wallet
NST-2603-06540,Express,WH-UPG05,2.8,2,4,COD
NST-2603-06541,Reguler,WH-BDO02,11.92,4,5,COD
NST-2603-06542,Express,WH-KNO04,2.12,1,1,E-Wallet
NST-2603-06543,Sameday,WH-KNO04,2.38,1,2,COD
NST-2603-06544,Reguler,WH-KNO04,4.67,4,4,COD
NST-2603-06545,Reguler,WH-JKT01,7.0,5,4,COD
NST-2603-06546,Reguler,WH-JKT01,13.22,5,4,Kartu Kredit
NST-2603-06547,Reguler,WH-KNO04,4.83,5,6,COD
NST-2603-06548,Reguler,WH-BDO02,6.63,5,7,Kartu Kredit
NST-2603-06549,Reguler,WH-SUB03,11.58,3,5,Transfer Bank
NST-2603-06550,Reguler,WH-KNO04,11.81,4,3,Kartu Kredit
NST-2603-06551,Reguler,WH-UPG05,9.32,3,4,COD
NST-2603-06552,Reguler,WH-SUB03,9.83,5,8,E-Wallet
NST-2603-06553,Reguler,WH-JKT01,14.39,5,8,Transfer Bank
NST-2603-06554,Reguler,WH-JKT01,13.13,5,4,Transfer Bank
NST-2603-06555,Express,WH-SUB03,1.15,2,4,Kartu Kredit
NST-2603-06556,Express,WH-UPG05,,2,2,E-Wallet
NST-2603-06557,Reguler,WH-JKT01,12.87,4,7,COD
NST-2603-06558,Reguler,WH-JKT01,12.76,3,3,
NST-2603-06559,Express,WH-KNO04,,1,2,Kartu Kredit
NST-2603-06560,Sameday,WH-BDO02,1.86,1,2,Transfer Bank
NST-2603-06561,Reguler,WH-UPG05,9.64,5,8,Kartu Kredit
NST-2603-06562,Reguler,WH-KNO04,6.54,3,6,
NST-2603-06563,Reguler,WH-BDO02,7.16,5,8,Kartu Kredit
NST-2603-06564,Reguler,WH-JKT01,8.94,5,7,Kartu Kredit
NST-2603-06565,Reguler,WH-BDO02,5.58,5,4,
NST-2603-06566,Reguler,WH-JKT01,14.7,5,6,Kartu Kredit
NST-2603-06567,Express,WH-KNO04,1.06,1,1,COD
NST-2603-06568,Reguler,WH-JKT01,10.51,3,6,Kartu Kredit
NST-2603-06569,Reguler,WH-BDO02,14.93,3,5,COD
NST-2603-06570,Reguler,WH-KNO04,13.45,3,5,E-Wallet
NST-2603-06571,Reguler,WH-BDO02,2.59,3,4,COD
NST-2603-06572,Reguler,WH-BDO02,6.91,4,3,E-Wallet
NST-2603-06573,Reguler,WH-SUB03,4.18,5,4,COD
NST-2603-06574,Kargo,WH-JKT01,80.22,7,11,COD
NST-2603-06575,Reguler,WH-JKT01,3.9,5,7,E-Wallet
NST-2603-06576,Express,WH-BDO02,2.35,2,2,
NST-2603-06577,Kargo,WH-JKT01,30.06,7,12,COD
NST-2603-06578,Reguler,WH-UPG05,4.64,5,8,E-Wallet
NST-2603-06579,Reguler,WH-JKT01,,4,7,Transfer Bank
NST-2603-06580,Reguler,WH-KNO04,1.69,4,3,Kartu Kredit
NST-2603-06581,Kargo,WH-JKT01,72.11,7,12,COD
NST-2603-06582,Kargo,WH-UPG05,43.9,6,7,Transfer Bank
NST-2603-06583,Express,WH-BDO02,0.71,2,2,Transfer Bank
NST-2603-06584,Reguler,WH-JKT01,10.55,4,6,Transfer Bank
NST-2603-06585,Express,WH-KNO04,4.38,2,4,E-Wallet
NST-2603-06586,Reguler,WH-UPG05,7.04,5,7,Kartu Kredit
NST-2603-06587,Reguler,WH-SUB03,5.58,4,3,COD
NST-2603-06588,Reguler,WH-BDO02,3.27,4,5,Kartu Kredit
NST-2603-06589,Reguler,WH-BDO02,6.93,4,5,COD
NST-2603-06590,Express,WH-BDO02,3.9,2,3,Kartu Kredit
NST-2603-06591,Reguler,WH-UPG05,13.49,4,7,Kartu Kredit
NST-2603-06592,Reguler,WH-JKT01,11.96,5,7,Transfer Bank
NST-2603-06593,Reguler,WH-JKT01,14.51,4,5,E-Wallet
NST-2603-06594,Kargo,WH-JKT01,84.42,5,9,COD
NST-2603-06595,Express,WH-JKT01,1.09,1,2,COD
NST-2603-06596,Reguler,WH-BDO02,,4,5,COD
NST-2603-06597,Reguler,WH-SUB03,12.96,4,4,Transfer Bank
NST-2603-06598,Reguler,WH-BDO02,,3,5,Transfer Bank
NST-2603-06599,Kargo,WH-SUB03,28.67,6,6,Transfer Bank
NST-2603-06600,Reguler,WH-SUB03,9.45,5,6,Transfer Bank
NST-2603-06601,Reguler,WH-JKT01,13.95,4,4,Transfer Bank
NST-2603-06602,Reguler,WH-KNO04,3.24,3,5,Kartu Kredit
NST-2603-06603,Reguler,WH-UPG05,3.45,3,2,COD
NST-2603-06604,Express,WH-KNO04,4.83,2,2,Kartu Kredit
NST-2603-06605,Reguler,WH-SUB03,14.5,4,6,Transfer Bank
NST-2603-06606,Reguler,WH-KNO04,,4,6,E-Wallet
NST-2603-06607,Reguler,WH-SUB03,9.59,3,4,Transfer Bank
NST-2603-06608,Reguler,WH-BDO02,2.45,4,3,Transfer Bank
NST-2603-06609,Kargo,WH-BDO02,76.73,5,7,Transfer Bank
NST-2603-06610,Reguler,WH-JKT01,6.22,3,2,COD
NST-2603-06611,Kargo,WH-UPG05,62.67,7,9,COD
NST-2603-06612,Express,WH-BDO02,0.53,2,2,E-Wallet
NST-2603-06613,Reguler,WH-UPG05,2.52,5,4,COD
NST-2603-06614,Reguler,WH-JKT01,14.75,5,8,Transfer Bank
NST-2603-06615,Reguler,WH-UPG05,14.88,4,6,E-Wallet
NST-2603-06616,Express,WH-BDO02,4.44,1,1,E-Wallet
NST-2603-06617,Reguler,WH-BDO02,9.34,3,6,E-Wallet
NST-2603-06618,Reguler,WH-KNO04,14.03,4,6,Transfer Bank
NST-2603-06619,Reguler,WH-KNO04,7.25,3,4,COD
NST-2603-06620,Express,WH-KNO04,4.34,2,3,Kartu Kredit
NST-2603-06621,Reguler,WH-UPG05,2.07,5,7,COD
NST-2603-06622,Reguler,WH-BDO02,13.87,5,4,Kartu Kredit
NST-2603-06623,Reguler,WH-JKT01,8.4,3,3,Transfer Bank
NST-2603-06624,Reguler,WH-SUB03,5.79,3,5,COD
NST-2603-06625,Express,WH-BDO02,3.63,2,3,Transfer Bank
NST-2603-06626,Reguler,WH-KNO04,13.13,5,7,Transfer Bank
NST-2603-06627,Express,WH-KNO04,2.99,1,2,E-Wallet
NST-2603-06628,Express,WH-UPG05,,1,2,COD
NST-2603-06629,Reguler,WH-KNO04,5.34,5,5,E-Wallet
NST-2603-06630,Express,WH-UPG05,3.01,1,3,COD
NST-2603-06631,Reguler,WH-JKT01,,3,6,Transfer Bank
NST-2603-06632,Reguler,WH-KNO04,12.16,4,5,E-Wallet
NST-2603-06633,Express,WH-UPG05,0.64,2,2,Transfer Bank
NST-2603-06634,Reguler,WH-KNO04,5.28,4,5,Kartu Kredit
NST-2603-06635,Express,WH-UPG05,3.43,2,3,Transfer Bank
NST-2603-06636,Reguler,WH-BDO02,13.18,4,4,Kartu Kredit
NST-2603-06637,Kargo,WH-UPG05,31.2,5,5,Kartu Kredit
NST-2603-06638,Reguler,WH-SUB03,14.09,3,3,E-Wallet
NST-2603-06639,Reguler,WH-JKT01,11.78,4,5,E-Wallet
NST-2603-06640,Reguler,WH-BDO02,10.55,5,7,COD
NST-2603-06641,Express,WH-JKT01,,1,2,COD
NST-2603-06642,Express,WH-BDO02,1.59,2,2,E-Wallet
NST-2603-06643,Reguler,WH-KNO04,7.85,4,4,COD
NST-2603-06644,Kargo,WH-UPG05,89.41,5,6,Transfer Bank
NST-2603-06645,Reguler,WH-KNO04,6.31,5,8,Transfer Bank
NST-2603-06646,Reguler,WH-JKT01,13.57,3,2,Transfer Bank
NST-2603-06647,Kargo,WH-JKT01,21.01,6,11,Transfer Bank
NST-2603-06648,Kargo,WH-BDO02,84.1,7,7,Transfer Bank
NST-2603-06649,Express,WH-JKT01,4.03,1,3,Kartu Kredit
NST-2603-06650,Kargo,WH-UPG05,40.39,5,5,Transfer Bank
NST-2603-06651,Reguler,WH-JKT01,1.46,5,5,COD
NST-2603-06652,Kargo,WH-KNO04,46.0,7,8,E-Wallet
NST-2603-06653,Reguler,WH-UPG05,12.62,5,8,E-Wallet
NST-2603-06654,Reguler,WH-JKT01,13.51,4,7,COD
NST-2603-06655,Reguler,WH-SUB03,13.34,4,4,COD
NST-2603-06656,Reguler,WH-SUB03,13.01,3,2,COD
NST-2603-06657,Reguler,WH-KNO04,8.21,5,4,E-Wallet
NST-2603-06658,Reguler,WH-BDO02,7.17,5,7,COD
NST-2603-06659,Reguler,WH-BDO02,8.2,5,6,COD
NST-2603-06660,Reguler,WH-JKT01,5.83,3,5,Kartu Kredit
NST-2603-06661,Reguler,WH-UPG05,4.56,3,4,Kartu Kredit
NST-2603-06662,Reguler,WH-BDO02,4.66,5,6,
NST-2603-06663,Reguler,WH-SUB03,12.56,4,3,E-Wallet
NST-2603-06664,Express,WH-BDO02,4.46,1,3,COD
NST-2603-06665,Kargo,WH-SUB03,58.01,7,7,Transfer Bank
NST-2603-06666,Express,WH-BDO02,3.67,1,2,E-Wallet
NST-2603-06667,Reguler,WH-KNO04,1.22,5,4,Kartu Kredit
NST-2603-06668,Express,WH-UPG05,3.4,2,2,Kartu Kredit
NST-2603-06669,Reguler,WH-JKT01,8.51,3,3,E-Wallet
NST-2603-06670,Reguler,WH-SUB03,10.25,5,8,E-Wallet
NST-2603-06671,Reguler,WH-BDO02,12.25,5,7,COD
NST-2603-06672,Express,WH-JKT01,2.87,2,4,E-Wallet
NST-2603-06673,Reguler,WH-SUB03,1.85,3,6,Transfer Bank
NST-2603-06674,Reguler,WH-SUB03,9.1,4,6,Transfer Bank
NST-2603-06675,Reguler,WH-KNO04,2.47,3,5,E-Wallet
NST-2603-06676,Kargo,WH-BDO02,31.0,6,11,Transfer Bank
NST-2603-06677,Express,WH-JKT01,0.66,2,2,COD
NST-2603-06678,Reguler,WH-BDO02,8.57,3,6,E-Wallet
NST-2603-06679,Reguler,WH-BDO02,3.45,4,5,Transfer Bank
NST-2603-06680,Reguler,WH-UPG05,12.64,3,3,Kartu Kredit
NST-2603-06681,Express,WH-SUB03,2.52,1,3,COD
NST-2603-06682,Reguler,WH-SUB03,4.34,5,5,E-Wallet
NST-2603-06683,Kargo,WH-UPG05,98.06,5,6,E-Wallet
NST-2603-06684,Reguler,WH-UPG05,8.0,5,8,E-Wallet
NST-2603-06685,Express,WH-BDO02,4.75,2,2,Kartu Kredit
NST-2603-06686,Reguler,WH-SUB03,14.77,5,5,Transfer Bank
NST-2603-06687,Reguler,WH-JKT01,13.94,5,8,E-Wallet
NST-2603-06688,Reguler,WH-KNO04,8.8,5,8,Transfer Bank
NST-2603-06689,Reguler,WH-UPG05,3.04,3,3,COD
NST-2603-06690,Reguler,WH-JKT01,1.21,3,2,Kartu Kredit
NST-2603-06691,Express,WH-JKT01,4.5,1,1,Kartu Kredit
NST-2603-06692,Reguler,WH-BDO02,10.68,3,2,COD
NST-2603-06693,Express,WH-UPG05,2.45,2,3,COD
NST-2603-06694,Express,WH-JKT01,4.6,1,1,E-Wallet
NST-2603-06695,Reguler,WH-KNO04,10.4,5,8,COD
NST-2603-06696,Express,WH-JKT01,2.24,2,4,Kartu Kredit
NST-2603-06697,Express,WH-KNO04,0.88,1,3,Transfer Bank
NST-2603-06698,Reguler,WH-KNO04,6.22,4,4,Transfer Bank
NST-2603-06699,Express,WH-KNO04,0.78,1,2,Transfer Bank
NST-2603-06700,Reguler,WH-UPG05,13.57,5,5,Transfer Bank
NST-2603-06701,Reguler,WH-KNO04,10.1,4,5,Transfer Bank
NST-2603-06702,Express,WH-UPG05,2.8,1,3,
NST-2603-06703,Reguler,WH-JKT01,4.87,3,5,Kartu Kredit
NST-2603-06704,Reguler,WH-KNO04,3.73,5,5,COD
NST-2603-06705,Reguler,WH-SUB03,13.13,4,6,Kartu Kredit
NST-2603-06706,Express,WH-JKT01,4.06,2,4,E-Wallet
NST-2603-06707,Kargo,WH-SUB03,35.88,5,5,Transfer Bank
NST-2603-06708,Reguler,WH-SUB03,12.69,3,5,COD
NST-2603-06709,Express,WH-BDO02,0.52,2,2,COD
NST-2603-06710,Kargo,WH-UPG05,96.2,6,8,Transfer Bank
NST-2603-06711,Reguler,WH-BDO02,7.13,5,7,COD
NST-2603-06712,Reguler,WH-UPG05,1.27,3,4,Transfer Bank
NST-2603-06713,Express,WH-BDO02,2.45,1,2,E-Wallet
NST-2603-06714,Express,WH-JKT01,1.71,2,3,Transfer Bank
NST-2603-06715,Kargo,WH-SUB03,92.4,5,5,E-Wallet
NST-2603-06716,Reguler,WH-JKT01,5.19,4,5,COD
NST-2603-06717,Reguler,WH-UPG05,10.86,3,2,Kartu Kredit
NST-2603-06718,Reguler,WH-SUB03,1.02,3,4,COD
NST-2603-06719,Reguler,WH-SUB03,5.54,4,7,Kartu Kredit
NST-2603-06720,Reguler,WH-UPG05,12.45,4,7,Transfer Bank
NST-2603-06721,Express,WH-JKT01,2.61,2,4,COD
NST-2603-06722,Reguler,WH-SUB03,1.21,5,8,COD
NST-2603-06723,Express,WH-JKT01,2.39,1,2,E-Wallet
NST-2603-06724,Reguler,WH-JKT01,,3,4,Transfer Bank
NST-2603-06725,Reguler,WH-JKT01,11.16,4,7,Kartu Kredit
NST-2603-06726,Reguler,WH-SUB03,6.67,5,8,Transfer Bank
NST-2603-06727,Reguler,WH-KNO04,7.43,4,7,E-Wallet
NST-2603-06728,Reguler,WH-BDO02,4.28,3,6,E-Wallet
NST-2603-06729,Sameday,WH-UPG05,1.9,1,2,E-Wallet
NST-2603-06730,Express,WH-JKT01,2.88,1,2,Transfer Bank
NST-2603-06731,Reguler,WH-SUB03,11.94,5,7,
NST-2603-06732,Reguler,WH-UPG05,1.43,3,4,Transfer Bank
NST-2603-06733,Kargo,WH-KNO04,34.45,7,10,E-Wallet
NST-2603-06734,Reguler,WH-KNO04,8.97,4,3,COD
NST-2603-06735,Reguler,WH-SUB03,10.7,4,3,Kartu Kredit
NST-2603-06736,Reguler,WH-JKT01,1.31,3,3,Transfer Bank
NST-2603-06737,Kargo,WH-KNO04,54.53,5,6,Kartu Kredit
NST-2603-06738,Reguler,WH-KNO04,,5,6,Transfer Bank
NST-2603-06739,Reguler,WH-KNO04,9.08,5,8,Transfer Bank
NST-2603-06740,Kargo,WH-SUB03,21.18,5,8,COD
NST-2603-06741,Reguler,WH-UPG05,12.97,3,6,COD
NST-2603-06742,Reguler,WH-BDO02,14.08,5,6,Transfer Bank
NST-2603-06743,Reguler,WH-SUB03,6.06,3,5,E-Wallet
NST-2603-06744,Kargo,WH-JKT01,97.72,7,9,Transfer Bank
NST-2603-06745,Reguler,WH-SUB03,,3,5,Transfer Bank
NST-2603-06746,Sameday,WH-SUB03,2.27,1,2,COD
NST-2603-06747,Express,WH-BDO02,1.84,1,2,COD
NST-2603-06748,Reguler,WH-BDO02,11.98,5,5,
NST-2603-06749,Sameday,WH-BDO02,,1,1,Kartu Kredit
NST-2603-06750,Reguler,WH-UPG05,3.03,5,8,E-Wallet
NST-2603-06751,Reguler,WH-SUB03,10.98,3,6,Kartu Kredit
NST-2603-06752,Reguler,WH-JKT01,7.1,4,4,Kartu Kredit
NST-2603-06753,Reguler,WH-BDO02,2.97,3,3,Kartu Kredit
NST-2603-06754,Reguler,WH-BDO02,8.17,4,5,E-Wallet
NST-2603-06755,Reguler,WH-SUB03,1.75,3,5,Transfer Bank
NST-2603-06756,Reguler,WH-JKT01,11.09,5,6,Transfer Bank
NST-2603-06757,Express,WH-BDO02,4.62,2,3,E-Wallet
NST-2603-06758,Reguler,WH-SUB03,5.85,3,6,Transfer Bank
NST-2603-06759,Sameday,WH-KNO04,1.43,1,2,Kartu Kredit
NST-2603-06760,Reguler,WH-UPG05,7.09,3,4,Kartu Kredit
NST-2603-06761,Reguler,WH-SUB03,1.04,5,5,Kartu Kredit
NST-2603-06762,Reguler,WH-BDO02,2.77,5,5,Kartu Kredit
NST-2603-06763,Reguler,WH-JKT01,12.63,4,6,Transfer Bank
NST-2603-06764,Reguler,WH-KNO04,,5,8,E-Wallet
NST-2603-06765,Express,WH-JKT01,3.34,1,1,E-Wallet
NST-2603-06766,Kargo,WH-JKT01,91.88,5,10,E-Wallet
NST-2603-06767,Sameday,WH-JKT01,1.19,1,2,COD
NST-2603-06768,Reguler,WH-SUB03,3.4,3,5,E-Wallet
NST-2603-06769,Kargo,WH-SUB03,87.81,5,7,COD
NST-2603-06770,Reguler,WH-UPG05,8.04,4,4,E-Wallet
NST-2603-06771,Reguler,WH-KNO04,5.59,5,8,Kartu Kredit
NST-2603-06772,Kargo,WH-JKT01,20.4,7,9,E-Wallet
NST-2603-06773,Express,WH-BDO02,2.84,1,2,COD
NST-2603-06774,Reguler,WH-JKT01,3.25,5,5,Kartu Kredit
NST-2603-06775,Reguler,WH-KNO04,4.37,4,6,COD
NST-2603-06776,Reguler,WH-JKT01,2.01,3,5,Transfer Bank
NST-2603-06777,Express,WH-SUB03,2.67,2,2,Transfer Bank
NST-2603-06778,Reguler,WH-SUB03,14.2,3,4,Transfer Bank
NST-2603-06779,Sameday,WH-KNO04,0.73,1,1,Kartu Kredit
NST-2603-06780,Reguler,WH-UPG05,14.65,5,6,Kartu Kredit
NST-2603-06781,Reguler,WH-JKT01,12.81,5,5,COD
NST-2603-06782,Reguler,WH-KNO04,5.41,3,2,Kartu Kredit
NST-2603-06783,Reguler,WH-BDO02,11.47,4,3,E-Wallet
NST-2603-06784,Reguler,WH-BDO02,,3,4,COD
NST-2603-06785,Express,WH-UPG05,4.19,2,2,E-Wallet
NST-2603-06786,Kargo,WH-SUB03,23.51,5,6,Kartu Kredit
NST-2603-06787,Kargo,WH-KNO04,84.77,6,6,E-Wallet
NST-2603-06788,Express,WH-JKT01,0.57,2,4,Kartu Kredit
NST-2603-06789,Kargo,WH-KNO04,92.48,6,8,Kartu Kredit
NST-2603-06790,Reguler,WH-UPG05,13.28,5,4,E-Wallet
NST-2603-06791,Express,WH-KNO04,3.7,2,4,Transfer Bank
NST-2603-06792,Reguler,WH-UPG05,4.18,5,6,Kartu Kredit
NST-2603-06793,Reguler,WH-UPG05,12.16,5,5,COD
NST-2603-06794,Reguler,WH-UPG05,6.78,5,7,COD
NST-2603-06795,Reguler,WH-KNO04,3.99,5,8,Transfer Bank
NST-2603-06796,Reguler,WH-BDO02,2.84,4,5,E-Wallet
NST-2603-06797,Sameday,WH-JKT01,1.2,1,2,Transfer Bank
NST-2603-06798,Reguler,WH-UPG05,6.79,4,3,E-Wallet
NST-2603-06799,Reguler,WH-SUB03,14.43,5,4,Transfer Bank
NST-2603-06800,Reguler,WH-UPG05,,5,8,Kartu Kredit
NST-2603-06801,Reguler,WH-KNO04,12.27,4,4,COD
NST-2603-06802,Reguler,WH-UPG05,3.99,5,4,Transfer Bank
NST-2603-06803,Reguler,WH-SUB03,1.5,5,4,COD
NST-2603-06804,Reguler,WH-BDO02,3.15,4,3,
NST-2603-06805,Reguler,WH-KNO04,6.65,5,8,Transfer Bank
NST-2603-06806,Express,WH-KNO04,2.61,1,1,Transfer Bank
NST-2603-06807,Express,WH-KNO04,4.87,2,2,Transfer Bank
NST-2603-06808,Reguler,WH-SUB03,7.13,5,6,Transfer Bank
NST-2603-06809,Reguler,WH-KNO04,,5,5,COD
NST-2603-06810,Reguler,WH-BDO02,,3,5,Kartu Kredit
NST-2603-06811,Express,WH-JKT01,4.91,2,3,COD
NST-2603-06812,Reguler,WH-JKT01,11.43,4,3,Kartu Kredit
NST-2603-06813,Reguler,WH-UPG05,9.24,4,4,Transfer Bank
NST-2603-06814,Express,WH-JKT01,4.98,1,3,Kartu Kredit
NST-2603-06815,Reguler,WH-SUB03,8.05,4,7,COD
NST-2603-06816,Reguler,WH-JKT01,14.55,5,6,Transfer Bank
NST-2603-06817,Reguler,WH-SUB03,6.36,4,4,COD
NST-2603-06818,Kargo,WH-SUB03,52.47,7,9,COD
NST-2603-06819,Kargo,WH-UPG05,23.79,5,9,COD
NST-2603-06820,Express,WH-JKT01,2.5,2,2,Kartu Kredit
NST-2603-06821,Reguler,WH-UPG05,10.87,4,5,Transfer Bank
NST-2603-06822,Reguler,WH-KNO04,7.29,4,5,Transfer Bank
NST-2603-06823,Sameday,WH-BDO02,1.38,1,2,COD
NST-2603-06824,Sameday,WH-JKT01,2.9,1,2,E-Wallet
NST-2603-06825,Reguler,WH-KNO04,8.9,3,3,COD
NST-2603-06826,Express,WH-KNO04,0.65,1,3,Kartu Kredit
NST-2603-06827,Reguler,WH-UPG05,2.5,4,5,Kartu Kredit
NST-2603-06828,Reguler,WH-UPG05,11.23,4,5,Transfer Bank
